,sample_id,input,output,input_grid_width,input_grid_height,output_grid_width,output_grid_height
416,444801d8,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 1, 0, 2, 0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 2, 2, 2, 2, 2, 0, 0, 0, 0], [0, 1, 1, 2, 1, 1, 0, 0, 0, 0], [0, 1, 2, 2, 2, 1, 0, 0, 0, 0], [0, 1, 2, 2, 2, 1, 0, 0, 0, 0], [0, 1, 2, 2, 2, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
417,444801d8,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0], [0, 1, 0, 2, 0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 3, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 2, 2, 0, 0, 0, 0], [0, 1, 1, 2, 1, 1, 0, 0, 0, 0], [0, 1, 2, 2, 2, 1, 0, 0, 0, 0], [0, 1, 2, 2, 2, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 3, 3, 3, 3, 3, 0], [0, 0, 0, 0, 1, 1, 3, 1, 1, 0], [0, 0, 0, 0, 1, 3, 3, 3, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 0]]",10,10,10,10
418,444801d8,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0], [0, 1, 0, 6, 0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 8, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 0]]","[[0, 6, 6, 6, 6, 6, 0, 0, 0, 0], [0, 1, 1, 6, 1, 1, 0, 0, 0, 0], [0, 1, 6, 6, 6, 1, 0, 0, 0, 0], [0, 1, 6, 6, 6, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 8, 8, 8, 8, 0], [0, 0, 0, 0, 1, 1, 8, 1, 1, 0], [0, 0, 0, 0, 1, 8, 8, 8, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 0]]",10,10,10,10
419,445eab21,"[[3, 3, 3, 3, 3, 0, 9, 9, 9, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 0, 0, 0, 3, 0, 9, 0, 0, 9], [3, 3, 3, 3, 3, 0, 9, 0, 0, 9], [0, 0, 0, 0, 0, 0, 9, 9, 9, 9]]","[[3, 3], [3, 3]]",10,10,2,2
420,445eab21,"[[0, 7, 7, 7, 7, 0, 0, 0, 0, 0], [0, 7, 0, 0, 7, 0, 0, 0, 0, 0], [0, 7, 0, 0, 7, 0, 0, 0, 0, 0], [0, 7, 7, 7, 7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 8, 8, 8, 8, 0, 0], [0, 0, 0, 8, 0, 0, 0, 8, 0, 0], [0, 0, 0, 8, 0, 0, 0, 8, 0, 0], [0, 0, 0, 8, 8, 8, 8, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[8, 8], [8, 8]]",10,10,2,2
421,445eab21,"[[6, 6, 6, 6, 6, 0, 0, 0, 0, 0], [6, 0, 0, 0, 6, 0, 0, 0, 0, 0], [6, 0, 0, 0, 6, 0, 0, 0, 0, 0], [6, 6, 6, 6, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 7, 7, 7, 7, 7, 7, 0, 0], [0, 0, 7, 0, 0, 0, 0, 7, 0, 0], [0, 0, 7, 0, 0, 0, 0, 7, 0, 0], [0, 0, 7, 7, 7, 7, 7, 7, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[7, 7], [7, 7]]",10,10,2,2
422,445eab21,"[[0, 4, 4, 4, 4, 4, 4, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 4, 4, 4, 4, 4, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 2, 2], [0, 0, 0, 0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 0, 0, 0, 2, 2, 2]]","[[4, 4], [4, 4]]",10,10,2,2
432,44f52bb0,"[[2, 0, 2], [2, 2, 2], [2, 0, 2]]",[[1]],3,3,1,1
433,44f52bb0,"[[2, 0, 2], [0, 2, 0], [2, 0, 2]]",[[1]],3,3,1,1
434,44f52bb0,"[[2, 0, 0], [2, 0, 0], [0, 2, 0]]",[[7]],3,3,1,1
435,44f52bb0,"[[2, 0, 2], [2, 0, 2], [2, 0, 2]]",[[1]],3,3,1,1
436,44f52bb0,"[[0, 0, 0], [2, 0, 2], [0, 0, 0]]",[[1]],3,3,1,1
437,44f52bb0,"[[2, 2, 0], [0, 2, 2], [0, 0, 0]]",[[7]],3,3,1,1
438,44f52bb0,"[[2, 2, 0], [0, 2, 0], [0, 0, 0]]",[[7]],3,3,1,1
439,4522001f,"[[0, 3, 3], [0, 2, 3], [0, 0, 0]]","[[0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",3,3,9,9
440,4522001f,"[[3, 3, 0], [3, 2, 0], [0, 0, 0]]","[[3, 3, 3, 3, 0, 0, 0, 0, 0], [3, 3, 3, 3, 0, 0, 0, 0, 0], [3, 3, 3, 3, 0, 0, 0, 0, 0], [3, 3, 3, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 3, 3, 3, 0], [0, 0, 0, 0, 3, 3, 3, 3, 0], [0, 0, 0, 0, 3, 3, 3, 3, 0], [0, 0, 0, 0, 3, 3, 3, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",3,3,9,9
441,4522001f,"[[0, 0, 0], [0, 2, 3], [0, 3, 3]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 0, 0, 0, 0, 3, 3, 3, 3], [0, 0, 0, 0, 0, 3, 3, 3, 3]]",3,3,9,9
446,46442a0e,"[[1, 4, 1], [4, 9, 4], [9, 1, 9]]","[[1, 4, 1, 9, 4, 1], [4, 9, 4, 1, 9, 4], [9, 1, 9, 9, 4, 1], [1, 4, 9, 9, 1, 9], [4, 9, 1, 4, 9, 4], [1, 4, 9, 1, 4, 1]]",3,3,6,6
447,46442a0e,"[[8, 6], [6, 8]]","[[8, 6, 6, 8], [6, 8, 8, 6], [6, 8, 8, 6], [8, 6, 6, 8]]",2,2,4,4
448,46442a0e,"[[7, 7, 8], [7, 7, 8], [8, 8, 8]]","[[7, 7, 8, 8, 7, 7], [7, 7, 8, 8, 7, 7], [8, 8, 8, 8, 8, 8], [8, 8, 8, 8, 8, 8], [7, 7, 8, 8, 7, 7], [7, 7, 8, 8, 7, 7]]",3,3,6,6
449,46442a0e,"[[6, 9, 9], [6, 4, 4], [6, 4, 4]]","[[6, 9, 9, 6, 6, 6], [6, 4, 4, 4, 4, 9], [6, 4, 4, 4, 4, 9], [9, 4, 4, 4, 4, 6], [9, 4, 4, 4, 4, 6], [6, 6, 6, 9, 9, 6]]",3,3,6,6
451,469497ad,"[[0, 0, 0, 0, 3], [0, 8, 8, 0, 3], [0, 8, 8, 0, 3], [0, 0, 0, 0, 3], [3, 3, 3, 3, 3]]","[[2, 0, 0, 0, 0, 0, 0, 2, 3, 3], [0, 2, 0, 0, 0, 0, 2, 0, 3, 3], [0, 0, 8, 8, 8, 8, 0, 0, 3, 3], [0, 0, 8, 8, 8, 8, 0, 0, 3, 3], [0, 0, 8, 8, 8, 8, 0, 0, 3, 3], [0, 0, 8, 8, 8, 8, 0, 0, 3, 3], [0, 2, 0, 0, 0, 0, 2, 0, 3, 3], [2, 0, 0, 0, 0, 0, 0, 2, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]]",5,5,10,10
460,47c1f68c,"[[3, 0, 3, 0, 8, 0, 0, 0, 0], [3, 3, 0, 0, 8, 0, 0, 0, 0], [3, 0, 0, 0, 8, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0], [8, 8, 8, 8, 8, 8, 8, 8, 8], [0, 0, 0, 0, 8, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0]]","[[8, 0, 8, 0, 0, 8, 0, 8], [8, 8, 0, 0, 0, 0, 8, 8], [8, 0, 0, 0, 0, 0, 0, 8], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 8], [8, 8, 0, 0, 0, 0, 8, 8], [8, 0, 8, 0, 0, 8, 0, 8]]",9,9,8,8
461,47c1f68c,"[[2, 0, 0, 4, 0, 0, 0], [0, 2, 2, 4, 0, 0, 0], [0, 2, 0, 4, 0, 0, 0], [4, 4, 4, 4, 4, 4, 4], [0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0]]","[[4, 0, 0, 0, 0, 4], [0, 4, 4, 4, 4, 0], [0, 4, 0, 0, 4, 0], [0, 4, 0, 0, 4, 0], [0, 4, 4, 4, 4, 0], [4, 0, 0, 0, 0, 4]]",7,7,6,6
466,48d8fb45,"[[0, 0, 0, 0, 0, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 3, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 3, 3, 3, 0, 0], [0, 0, 0, 0, 0, 0, 3, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 3, 0], [3, 3, 0], [0, 3, 3]]",10,10,3,3
467,48d8fb45,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 5, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0]]","[[0, 1, 0], [1, 1, 1], [0, 1, 1]]",10,10,3,3
468,48d8fb45,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 4, 4, 0, 0], [0, 0, 4, 0, 0, 0, 0, 0, 4, 0], [0, 4, 0, 4, 0, 0, 0, 4, 0, 0], [0, 0, 4, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[4, 4, 0], [0, 0, 4], [0, 4, 0]]",10,10,3,3
469,48d8fb45,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0, 0, 0, 0], [0, 2, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 2, 0], [0, 0, 0, 0, 0, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 2, 2], [2, 2, 0], [0, 2, 0]]",10,10,3,3
472,4938f0c2,"[[0, 2, 2, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 2, 2, 0, 0, 0, 0, 2, 2, 0], [0, 2, 0, 2, 0, 0, 2, 0, 2, 0], [0, 0, 2, 2, 0, 0, 2, 2, 0, 0], [0, 0, 0, 0, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 3, 3, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 2, 2, 0, 0], [0, 2, 0, 2, 0, 0, 2, 0, 2, 0], [0, 2, 2, 0, 0, 0, 0, 2, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
474,496994bd,"[[3, 3, 3, 3, 3, 3], [5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[[3, 3, 3, 3, 3, 3], [5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5], [3, 3, 3, 3, 3, 3]]",6,10,6,10
475,496994bd,"[[2, 2, 2], [2, 2, 2], [3, 3, 3], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[2, 2, 2], [2, 2, 2], [3, 3, 3], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [3, 3, 3], [2, 2, 2], [2, 2, 2]]",3,10,3,10
476,496994bd,"[[2, 2, 2, 2, 2], [8, 8, 8, 8, 8], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[2, 2, 2, 2, 2], [8, 8, 8, 8, 8], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [8, 8, 8, 8, 8], [2, 2, 2, 2, 2]]",5,10,5,10
477,49d1d64f,"[[2, 8], [1, 4], [3, 4]]","[[0, 2, 8, 0], [2, 2, 8, 8], [1, 1, 4, 4], [3, 3, 4, 4], [0, 3, 4, 0]]",2,3,4,5
478,49d1d64f,"[[1, 2], [3, 8]]","[[0, 1, 2, 0], [1, 1, 2, 2], [3, 3, 8, 8], [0, 3, 8, 0]]",2,2,4,4
479,49d1d64f,"[[1, 8, 4], [8, 3, 8]]","[[0, 1, 8, 4, 0], [1, 1, 8, 4, 4], [8, 8, 3, 8, 8], [0, 8, 3, 8, 0]]",3,2,5,4
480,49d1d64f,"[[2, 1, 4], [8, 0, 2], [3, 2, 8]]","[[0, 2, 1, 4, 0], [2, 2, 1, 4, 4], [8, 8, 0, 2, 2], [3, 3, 2, 8, 8], [0, 3, 2, 8, 0]]",3,3,5,5
483,4be741c5,"[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 8, 8, 8, 2, 2, 8], [8, 8, 8, 8, 8, 8, 8], [8, 8, 8, 8, 8, 8, 8], [8, 8, 8, 5, 5, 8, 8], [5, 8, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5, 5]]","[[2], [8], [5]]",7,9,1,3
485,4c4377d9,"[[4, 4, 9, 9], [4, 4, 4, 4], [4, 4, 9, 9]]","[[4, 4, 9, 9], [4, 4, 4, 4], [4, 4, 9, 9], [4, 4, 9, 9], [4, 4, 4, 4], [4, 4, 9, 9]]",4,3,4,6
486,4c4377d9,"[[9, 9, 5, 9], [5, 5, 9, 9], [9, 5, 9, 9]]","[[9, 5, 9, 9], [5, 5, 9, 9], [9, 9, 5, 9], [9, 9, 5, 9], [5, 5, 9, 9], [9, 5, 9, 9]]",4,3,4,6
487,4c4377d9,"[[4, 1, 1, 4], [1, 1, 1, 1], [4, 4, 4, 1]]","[[4, 4, 4, 1], [1, 1, 1, 1], [4, 1, 1, 4], [4, 1, 1, 4], [1, 1, 1, 1], [4, 4, 4, 1]]",4,3,4,6
488,4c4377d9,"[[9, 4, 9, 4], [9, 9, 4, 4], [4, 4, 4, 4]]","[[4, 4, 4, 4], [9, 9, 4, 4], [9, 4, 9, 4], [9, 4, 9, 4], [9, 9, 4, 4], [4, 4, 4, 4]]",4,3,4,6
489,4c4377d9,"[[3, 3, 5, 5], [3, 5, 5, 3], [5, 5, 3, 3]]","[[5, 5, 3, 3], [3, 5, 5, 3], [3, 3, 5, 5], [3, 3, 5, 5], [3, 5, 5, 3], [5, 5, 3, 3]]",4,3,4,6
514,5168d44c,"[[0, 0, 3, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 2, 3, 2, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0]]","[[0, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 2, 3, 2, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0]]",7,7,7,7
515,539a4f51,"[[7, 7, 3, 2, 2], [7, 7, 3, 2, 2], [3, 3, 3, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[[7, 7, 3, 2, 2, 7, 7, 3, 2, 2], [7, 7, 3, 2, 2, 7, 7, 3, 2, 2], [3, 3, 3, 2, 2, 7, 7, 3, 2, 2], [2, 2, 2, 2, 2, 7, 7, 3, 2, 2], [2, 2, 2, 2, 2, 7, 7, 3, 2, 2], [7, 7, 7, 7, 7, 7, 7, 3, 2, 2], [7, 7, 7, 7, 7, 7, 7, 3, 2, 2], [3, 3, 3, 3, 3, 3, 3, 3, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",5,5,10,10
516,539a4f51,"[[2, 2, 2, 3, 0], [2, 2, 2, 3, 0], [2, 2, 2, 3, 0], [3, 3, 3, 3, 0], [0, 0, 0, 0, 0]]","[[2, 2, 2, 3, 2, 2, 2, 3, 2, 2], [2, 2, 2, 3, 2, 2, 2, 3, 2, 2], [2, 2, 2, 3, 2, 2, 2, 3, 2, 2], [3, 3, 3, 3, 2, 2, 2, 3, 2, 2], [2, 2, 2, 2, 2, 2, 2, 3, 2, 2], [2, 2, 2, 2, 2, 2, 2, 3, 2, 2], [2, 2, 2, 2, 2, 2, 2, 3, 2, 2], [3, 3, 3, 3, 3, 3, 3, 3, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",5,5,10,10
517,539a4f51,"[[1, 1, 4, 6, 0], [1, 1, 4, 6, 0], [4, 4, 4, 6, 0], [6, 6, 6, 6, 0], [0, 0, 0, 0, 0]]","[[1, 1, 4, 6, 1, 1, 4, 6, 1, 1], [1, 1, 4, 6, 1, 1, 4, 6, 1, 1], [4, 4, 4, 6, 1, 1, 4, 6, 1, 1], [6, 6, 6, 6, 1, 1, 4, 6, 1, 1], [1, 1, 1, 1, 1, 1, 4, 6, 1, 1], [1, 1, 1, 1, 1, 1, 4, 6, 1, 1], [4, 4, 4, 4, 4, 4, 4, 6, 1, 1], [6, 6, 6, 6, 6, 6, 6, 6, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",5,5,10,10
518,539a4f51,"[[2, 3, 4, 1, 6], [3, 3, 4, 1, 6], [4, 4, 4, 1, 6], [1, 1, 1, 1, 6], [6, 6, 6, 6, 6]]","[[2, 3, 4, 1, 6, 2, 3, 4, 1, 6], [3, 3, 4, 1, 6, 2, 3, 4, 1, 6], [4, 4, 4, 1, 6, 2, 3, 4, 1, 6], [1, 1, 1, 1, 6, 2, 3, 4, 1, 6], [6, 6, 6, 6, 6, 2, 3, 4, 1, 6], [2, 2, 2, 2, 2, 2, 3, 4, 1, 6], [3, 3, 3, 3, 3, 3, 3, 4, 1, 6], [4, 4, 4, 4, 4, 4, 4, 4, 1, 6], [1, 1, 1, 1, 1, 1, 1, 1, 1, 6], [6, 6, 6, 6, 6, 6, 6, 6, 6, 6]]",5,5,10,10
519,53b68214,"[[0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0]]",10,8,10,10
520,53b68214,"[[1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]","[[1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,6,10,10
521,53b68214,"[[0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0]]",10,5,10,10
